,number,context,question,A,B,C,D,E,answer,context-images
20,73,"

Os sintomas mais sérios da Gripe A, causada pelo vírus H1N1, foram apresentados por pessoas mais idosas e por gestantes. O motivo aparente é a menor imunidade desses grupos contra o vírus. Para aumentar a imunidade populacional relativa ao vírus da gripe A, o governo brasileiro distribuiu vacinas para os grupos mais suscetíveis.


","

A vacina contra o H1N1, assim como qualquer outra vacina contra agentes causadores de doenças infecto-contagiosas aumenta a imunidade das pessoas porque


",possui anticorpos contra o agente causador da doença.,possui proteínas que eliminam o agente causador da doença.,estimula a produção de glóbulos vermelhos pela medula óssea.,possui linfócitos B e T que neutralizam o agente causador da doença.,estimula a produção de anticorpos contra o agente causador da doença.,E,
21,63,"







","

De acordo com as curvas de assinatura espectral apresenta na figura, para que se obtenha a melhor discriminação dos alvos mostrados, convém selecionar a banda correspondente a que comprimento de onda em micrômetros (µm)?


","0,4 a 0,5.","0,5 a 0,6.","0,6 a 0,7.","0,7 a 0,8.","0,8 a 0,9.",E,enem-data/enem-2011/63-images/context_img_0.png
22,70,"







","

Considerando que a aceleração da gravidade local é de 10 m/s², a densidade da água do lago, em g/cm³, é 


","0,6.","1,2.","1,5.","2,4.","4,8.",B,enem-data/enem-2011/70-images/context_img_0.png
23,75,"


Moradores sobreviventes da tragédia que destruiu aproximadamente 60 casas no Morro do Bumba, na Zona Norte de Niterói (RJ), ainda defendem a hipótese de o deslizamento ter sido causado por uma explosão provocada por gás metano, visto que esse local foi um lixão entre os anos 1960 e 1980.

Jornal Web. Disponível em: http://www.ojornalweb.com. Acesso em: 12 abr. 2010 (adaptado).



","

O gás mencionado no texto é produzido


",como subproduto da respiração aeróbia bacteriana.,pela degradação anaeróbia de matéria orgânica por bactérias.,como produto da fotossíntese de organismos pluricelulares autotróficos.,pela transformação química do gás carbônico em condições anaeróbias.,"pela conversão, por oxidação química, do gás carbônico sob condições aeróbias.",B,
24,72,"


Os biocombustíveis de primeira geração são derivados da soja, milho e cana-de-açúcar e sua produção ocorre através da fermentação. Biocombustíveis derivados de material celulósico ou biocombustíveis de segunda geração — coloquialmente chamados de “gasolina de capim” — são aqueles produzidos a partir de resíduos de madeira (serragem, por exemplo), talos de milho, palha de trigo ou capim de crescimento rápido e se apresentam como uma alternativa para os problemas enfrentados pelos de primeira geração, já que as matérias-primas são baratas e abundantes.

DALE, B. E.; HUBER, G. W. Gasolina de capim e outros vegetais. Ago. 2009, nº 87 (adaptado).



","

O texto mostra um dos pontos de vista a respeito do uso dos biocombustíveis na atualidade, os quais


","são matrizes energéticas com menor carga de poluição para o ambiente e podem propiciar a geração de novos empregos, entretanto, para serem oferecidos com baixo custo, a tecnologia da degradação da celulose nos biocombustíveis de segunda geração deve ser extremamente eficiente.","oferecem múltiplas dificuldades, pois a produção é de alto custo, sua implantação não gera empregos, e deve-se ter cuidado com o risco ambiental, pois eles oferecem os mesmos riscos que o uso de combustíveis fósseis.","sendo de segunda geração, são produzidos por uma tecnologia que acarreta problemas sociais, sobretudo decorrente do fato de a matéria-prima ser abundante e facilmente encontrada, o que impede a geração de novos empregos.","sendo de primeira e segunda geração, são produzidos por tecnologias que devem passar por uma avaliação criteriosa quanto ao uso, pois uma enfrenta o problema da falta de espaço para plantio da matéria-prima e a outra impede a geração de novas fontes de emprego.","sendo de primeira e segunda geração, são produzidos por tecnologias que devem passar por uma avaliação criteriosa quanto ao uso, pois uma enfrenta o problema da falta de espaço para plantio da matéria-prima e a outra impede a geração de novas fontes de emprego.",A,
25,65,"







","

O mapa mostra a área de ocorrência da malária no mundo. Considerando-se sua distribuição na América do Sul, a malária pode ser classificada como


","endemia, pois se concentra em uma área geográfica restrita desse continente.","peste, já que ocorre nas regiões mais quentes do continente.","epidemia, já que ocorre na maior parte do continente.","surto, pois apresenta ocorrência em áreas pequenas.","pandemia, pois ocorre em todo o continente.",A,enem-data/enem-2011/65-images/context_img_0.png
26,78,"


Segundo dados do Balanço Energético Nacional de 2008, do Ministério das Minas e Energia, a matriz energética brasileira é composta por hidrelétrica (80%), termelétrica (19,9%) e eólica (0,1%). Nas termelétricas, esse percentual é dividido conforme o combustível usado, sendo: gás natural (6,6%), biomassa (5,3%), derivados de petróleo (3,3%), energia nuclear (3,1%) e carvão mineral (1,6%). Com a geração de eletricidade da biomassa, pode-se considerar que ocorre uma compensação do carbono liberado na queima do material vegetal pela absorção desse elemento no crescimento das plantas. Entretanto, estudos indicam que as emissões de metano (CH4) das hidrelétricas podem ser comparáveis às emissões de CO2 das termelétricas.

MORET, A. S.; FERREIRA, I. A. As hidrelétricas do Rio Madeira e os impactos socioambientais. Revista Ciência Hoje. V. 45, n° 265, 2009 (adaptado).



","

No Brasil, em termos do impacto das fontes de energia no crescimento do efeito estufa, quanto à emissão de gases, as hidrelétricas seriam consideradas como uma fonte


","limpa de energia, contribuindo para minimizar os efeitos deste fenômeno.","eficaz de energia, tomando-se o percentual de oferta e os benefícios verificados.","limpa de energia, não afetando ou alterando os níveis dos gases do efeito estufa.","poluidora, colaborando com níveis altos de gases de efeito estufa em função de seu potencial de oferta.","alternativa, tomando-se por referência a grande emissão de gases de efeito estufa das demais fontes geradoras.",D,
27,76,"







","

A característica de funcionamento que garante essa economia é devida


",à altura do sifão de água.,ao volume do tanque de água.,à altura do nível de água no vaso.,ao diâmetro do distribuidor de água.,à eficiência da válvula de enchimento do tanque.,B,enem-data/enem-2011/76-images/context_img_0.png
28,68,"














","

Qual a cor da substância que deu origem ao espectro da Figura 1?


",Azul.,Verde.,Violeta.,Laranja.,Vermelho.,E,"enem-data/enem-2011/68-images/context_img_0.png,enem-data/enem-2011/68-images/context_img_1.png"
29,82,"


O etanol é considerado um biocombustível promissor, pois, sob o ponto de vista do balanço de carbono, possui uma taxa de emissão praticamente igual a zero. Entretanto, esse não é o único ciclo biogeoquímico associado à produção de etanol. O plantio da cana-de-açúcar, matéria-prima para a produção de etanol, envolve a adição de macronutrientes como enxofre, nitrogênio, fósforo e potássio, principais elementos envolvidos no crescimento de um vegetal.
Revista Química Nova na Escola. no 28, 2008.



","

O nitrogênio incorporado ao solo, como consequência da atividade descrita anteriormente, é transformado em nitrogênio ativo e afetará o meio ambiente, causando


","o acúmulo de sais insolúveis, desencadeando um processo de salinificação do solo.",a eliminação de microorganismos existentes no solo responsáveis pelo processo de desnitrificação.,a contaminação de rios e lagos devido à alta solubilidade de íons como NO3− e NH4+ em água.,"a diminuição do pH do solo pela presença de NH3, que reage com a água, formando o NH4OH(aq).","a diminuição da oxigenação do solo, uma vez que o nitrogênio ativo forma espécies químicas do tipo NO2, NO− , N2O.",C,
30,77,"







","

De acordo com a estequiometria da reação descrita, a quantidade de permanganato de potássio necessária para reagir completamente com 20,0 mL de uma solução 0,1 mol/L de peróxido de hidrogênio é igual a


","2,0×100  mol. ","2,0×10-3 mol.","8,0×10-1 mol.","8,0×10-4 mol.","5,0×10-3 mol.",B,enem-data/enem-2011/77-images/context_img_0.png
31,80,"

Diferente do que o senso comum acredita, as lagartas de borboletas não possuem voracidade generalizada. Um estudo mostrou que as borboletas de asas transparentes da família Ithomiinae, comuns na Floresta Amazônica e na Mata Atlântica, consomem, sobretudo, plantas da família Solanaceae, a mesma do tomate. Contudo, os ancestrais dessas borboletas consumiam espécies vegetais da família Apocinaceae, mas a quantidade dessas plantas parece não ter sido suficiente para garantir o suprimento alimentar dessas borboletas. Dessa forma, as solanáceas tornaram-se uma opção de alimento, pois são abundantes na Mata Atlântica e na Floresta Amazônica.


","

Nesse texto, a ideia do senso comum é confrontada com os conhecimentos científicos, ao se entender que as larvas das borboletas Ithomiinae encontradas atualmente na Mata Atlântica e na Floresta Amazônica, apresentam


",facilidade em digerir todas as plantas desses locais.,interação com as plantas hospedeiras da família Apocinaceae.,adaptação para se alimentar de todas as plantas desses locais.,voracidade indiscriminada por todas as plantas existentes nesses locais.,especificidade pelas plantas da família Solanaceae existentes nesses locais.,E,
32,83,"


Os vaga-lumes machos e fêmeas emitem sinais luminosos para se atraírem para o acasalamento. O macho reconhece a fêmea de sua espécie e, atraído por ela, vai ao seu encontro. Porém, existe um tipo de vaga-lume, o Photuris, cuja fêmea engana e atrai os machos de outro tipo, o Photinus, fingindo ser deste gênero. Quando o macho Photinus se aproxima da fêmea Photuris, muito maior que ele, é atacado e devorado por ela.

BERTOLDI, O. G.; VASCONCELLOS, J. R. Ciência & sociedade: a aventura da vida,
a aventura da tecnologia. São Paulo: Scipione, 2000 (adaptado).



","

A relação descrita no texto, entre a fêmea do gênero Photuris e o macho do gênero Photinus, é um exemplo de


",comensalismo.,inquilinismo.,cooperação.,predatismo.,mutualismo.,D,
33,74,"







","

Tendo por base os esquemas mostrados, em quais casos a lâmpada acendeu?


","(1), (3), (6).","(3), (4), (5).","(1), (3), (5).","(1), (3), (7).","(1), (2), (5).",D,enem-data/enem-2011/74-images/context_img_0.png
34,69,"







","

A combinação entre o ácido cólico e a glicina ou taurina origina a função amida, formada pela reação entre o grupo amina desses aminoácidos e o grupo


",carboxila do ácido cólico.,aldeído do ácido cólico.,hidroxila do ácido cólico.,cetona do ácido cólico.,éster do ácido cólico.,A,enem-data/enem-2011/69-images/context_img_0.png
35,86,"

Um dos processos usados no tratamento do lixo é a incineração, que apresenta vantagens e desvantagens. Em São Paulo, por exemplo, o lixo é queimado a altas temperaturas e parte da energia liberada é transformada em energia elétrica. No entanto, a incineração provoca a
emissão de poluentes na atmosfera.


","

Uma forma de minimizar a desvantagem da incineração, destacada no texto, é


",aumentar o volume do lixo incinerado para aumentar a produção de energia elétrica.,fomentar o uso de filtros nas chaminés dos incineradores para diminuir a poluição do ar.,aumentar o volume do lixo para baratear os custos operacionais relacionados ao processo.,fomentar a coleta seletiva de lixo nas cidades para aumentar o volume de lixo incinerado.,diminuir a temperatura de incineração do lixo para produzir maior quantidade de energia elétrica.,B,
36,84,"







","

Em qual das situações a seguir está representado o fenômeno descrito no texto?


","Ao se esconder atrás de um muro, um menino ouve a conversa de seus colegas.","Ao gritar diante de um desfiladero, uma pessoa ouve a repetição do seu próprio grito.","Ao encostar o ouvido no chão, um homem percebe o som de uma locomotiva antes de ouvi-lo pelo ar.","Ao ouvir uma ambulância se aproximando, uma pessoa percebe o som mais agudo do que quando aquela se afasta.","Ao emitir uma nota musical muito aguda, uma cantora de ópera faz com que uma taça de cristal se despedace.",A,enem-data/enem-2011/84-images/context_img_0.png
37,85,"







","

Desprezando-se as forças dissipativas (resistência do ar e atrito), para que o salto atinja a maior altura possível, ou seja, o máximo de energia seja conservada, é necessário que


","a energia cinética, representada na etapa I, seja totalmente convertida em energia potencial elástica representada na etapa IV.","a energia cinética, representada na etapa II, seja totalmente convertida em energia potencial gravitacional, representada na etapa IV.","a energia cinética, representada na etapa I, seja totalmente convertida em energia potencial gravitacional, representada na etapa III.","a energia potencial gravitacional, representada na etapa II, seja totalmente convertida em energia potencial elástica, representada na etapa IV.","a energia potencial gravitacional, representada na etapa I, seja totalmente convertida em energia potencial elástica, representada na etapa III.",C,enem-data/enem-2011/85-images/context_img_0.png
38,79,"







","

Considerando que uma pessoa consuma refrigerantes diariamente, poderá ocorrer um processo de desmineralização dentária, devido ao aumento da concentração de


","OH- , que reage com os íons Ca2+, deslocando o equilíbrio para a direita.","H+, que reage com as hidroxilas OH- , deslocando o equilíbrio para a direita.","OH- , que reage com os íons Ca2+, deslocando o equilíbrio para a esquerda.","H+, que reage com as hidroxilas OH- , deslocando o equilíbrio para a esquerda.","Ca2+, que reage com as hidroxilas OH- , deslocando o equilíbrio para a esquerda.",B,enem-data/enem-2011/79-images/context_img_0.png
39,81,"







","

A distância percorrida pela régua aumenta mais rapidamente que o tempo de reação porque a


","energia mecânica da régua aumenta, o que a faz cair mais rápido.","resistência do ar aumenta, o que faz a régua cair com menor velocidade.","aceleração de queda da régua varia, o que provoca um movimento acelerado.","força peso da régua tem valor constante, o que gera um movimento acelerado.","velocidade da régua é constante, o que provoca uma passagem linear de tempo.",D,enem-data/enem-2011/81-images/context_img_0.png
40,87,"


Os Bichinhos e O Homem
Arca de Noé
Toquinho & Vinicius de Moraes
Nossa irmã, a mosca
É feia e tosca
Enquanto que o mosquito
É mais bonito
Nosso irmão besouro
Que é feito de couro
Mal sabe voar
Nossa irmã, a barata
Bichinha mais chata
É prima da borboleta
Que é uma careta
Nosso irmão, o grilo
Que vive dando estrilo
Só pra chatear

MORAES, V. A arca de Noé: poemas infantis. São Paulo: Companhia das Letrinhas, 1991.



","

O poema acima sugere a existência de relações de afinidade entre os animais citados e nós, seres humanos. Respeitando a liberdade poética dos autores, a unidade taxonômica que expressa a afinidade existente entre nós e estes animais é


",o filo.,o reino.,a classe.,a família.,a espécie.,B,
41,90,"


Certas espécies de algas são capazes de absorver rapidamente compostos inorgânicos presentes na água, acumulando-os durante seu crescimento. Essa capacidade fez com que se pensasse em usá-las como biofiltros para a limpeza de ambientes aquáticos contaminados, removendo, por exemplo, nitrogênio e fósforo de resíduos orgânicos e metais pesados provenientes de rejeitos industriais lançados nas águas. Na técnica do cultivo integrado, animais e algas crescem de forma associada, promovendo um maior equilíbrio ecológico.

SORIANO, E. M. Filtros vivos para limpar a água. Revista Ciência Hoje. V. 37, nº- 219, 2005 (adaptado).



","

A utilização da técnica do cultivo integrado de animais e algas representa uma proposta favorável a um ecossistema mais equilibrado porque


","os animais eliminam metais pesados, que são usados pelas algas para a síntese de biomassa.","os animais fornecem excretas orgânicos nitrogenados, que são transformados em gás carbônico pelas algas.","as algas usam os resíduos nitrogenados liberados pelos animais e eliminam gás carbônico na fotossíntese, usado na respiração aeróbica.","as algas usam os resíduos nitrogenados provenientes do metabolismo dos animais e, durante a síntese de compostos orgânicos, liberam oxigênio para o ambiente.","as algas aproveitam os resíduos do metabolismo dos animais e, durante a quimiossíntese de compostos orgânicos, liberam oxigênio para o ambiente.",D,
42,88,"

Durante as estações chuvosas, aumentam no Brasil as campanhas de prevenção à dengue, que têm como objetivo a redução da proliferação do mosquito Aedes aegypti, transmissor do vírus da dengue.


","

Que proposta preventiva poderia ser efetivada para diminuir a reprodução desse mosquito?


","Colocação de telas nas portas e janelas, pois o mosquito necessita de ambientes cobertos e fechados para a sua reprodução.","Substituição das casas de barro por casas de alvenaria, haja vista que o mosquito se reproduz na parede das casas de barro.","Remoção dos recipientes que possam acumular água, porque as larvas do mosquito se desenvolvem nesse meio.","Higienização adequada de alimentos, visto que as larvas do mosquito se desenvolvem nesse tipo de substrato.","Colocação de filtros de água nas casas, visto que a reprodução do mosquito acontece em águas contaminadas.",C,
43,89,"









De acordo com o relatório “A grande sombra da pecuária” (Livestock’s Long Shadow), feito pela Organização das Nações Unidas para a Agricultura e a Alimentação, o gado é responsável por cerca de 18% do aquecimento global, uma contribuição maior que a do setor de transportes.

Disponível em: www.conpet.gov.br. Acesso em: 22 jun. 2010. (Foto: Reprodução/Enem)



","

A criação de gado em larga escala contribui para o aquecimento global por meio da emissão de


",metano durante o processo de digestão.,óxido nitroso durante o processo de ruminação.,clorofluorcarbono durante o transporte de carne.,óxido nitroso durante o processo respiratório.,dióxido de enxofre durante o consumo de pastagens.,A,enem-data/enem-2011/89-images/context_img_0.png
